bounding_box,class_probability,classification_label,display,group_label,scores,scores_sequence,PARAMS,Probabilities_Updated,Map_Name_Updated,updated_lineitem_params,lineitem_number_Updated,fileId,PageNumber,Value_Canvas_Region_X,Value_Canvas_Region_Y,Value_Canvas_Region_Width,Value_Canvas_Region_Height,Map_Result_Text,lineitem_original,File_Name,Map_Name,Map_Name_Predicted,Map_Name_Original
"[2298, 3086, 111, 29, '821.55']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2298,3086,111,29,821.55,1.0,1900000276_2019_CA05.pdf,,No class,No class
"[1598, 3087, 177, 28, 'INVOICE']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1598,3087,177,28,INVOICE,,1900000276_2019_CA05.pdf,,No class,No class
"[1789, 3087, 156, 28, 'TOTAL:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1789,3087,156,28,TOTAL:,,1900000276_2019_CA05.pdf,,No class,No class
"[571, 3214, 182, 34, 'THANK']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,571,3214,182,34,THANK,,1900000276_2019_CA05.pdf,,No class,No class
"[768, 3214, 108, 35, 'YOU']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,768,3214,108,35,YOU,,1900000276_2019_CA05.pdf,,No class,No class
"[1021, 3214, 325, 34, 'APPRECIATE']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1021,3214,325,34,APPRECIATE,,1900000276_2019_CA05.pdf,,No class,No class
"[1362, 3214, 144, 34, 'YOUR']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1362,3214,144,34,YOUR,,1900000276_2019_CA05.pdf,,No class,No class
"[1522, 3214, 240, 35, 'BUSINESS']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1522,3214,240,35,BUSINESS,,1900000276_2019_CA05.pdf,,No class,No class
"[923, 3215, 81, 33, 'WE']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,923,3215,81,33,WE,,1900000276_2019_CA05.pdf,,No class,No class
"[894, 3234, 13, 5, '-']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,894,3234,13,5,-,,1900000276_2019_CA05.pdf,,No class,No class
"[343, 184, 302, 78, 'WORKING']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,343,184,302,78,WORKING,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[184, 186, 132, 133, 'CTI']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,184,186,132,133,CTI,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[351, 284, 293, 41, 'ENVIRONMENTS']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,351,284,293,41,ENVIRONMENTS,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1821, 299, 137, 24, '130726']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1821,299,137,24,130726,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1579, 301, 181, 25, 'INVOICE:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1579,301,181,25,INVOICE:,,1900002065_2018_CA03.pdf,,No class,No class
"[965, 341, 52, 30, '2T9']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,965,341,52,30,2T9,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[773, 342, 106, 29, 'Ontario']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,773,342,106,29,Ontario,,1900002065_2018_CA03.pdf,,No class,No class
"[904, 342, 50, 29, 'L5T']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,904,342,50,29,L5T,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1821, 342, 165, 23, '123049A']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1821,342,165,23,123049A,,1900002065_2018_CA03.pdf,,No class,No class
"[408, 343, 154, 35, 'Boulevard,']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,408,343,154,35,"Boulevard,",3.0,1900002065_2018_CA03.pdf,,No class,No class
"[575, 343, 185, 37, 'Mississauga,']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,575,343,185,37,"Mississauga,",3.0,1900002065_2018_CA03.pdf,,No class,No class
"[181, 344, 76, 30, '6901']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,181,344,76,30,6901,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[272, 344, 122, 29, 'Edwards']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,272,344,122,29,Edwards,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1578, 344, 206, 23, 'PROPOSAL:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1578,344,206,23,PROPOSAL:,,1900002065_2018_CA03.pdf,,No class,No class
"[659, 389, 150, 31, '565-8900']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,659,389,150,31,565-8900,,1900002065_2018_CA03.pdf,,No class,No class
"[230, 391, 83, 37, '(905)']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,230,391,83,37,(905),,1900002065_2018_CA03.pdf,,No class,No class
"[327, 391, 152, 30, '565-8600']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,327,391,152,30,565-8600,,1900002065_2018_CA03.pdf,,No class,No class
"[504, 391, 46, 29, 'Fax']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,504,391,46,29,Fax,,1900002065_2018_CA03.pdf,,No class,No class
"[562, 391, 83, 36, '(905)']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,562,391,83,36,(905),,1900002065_2018_CA03.pdf,,No class,No class
"[177, 393, 38, 29, 'Tel']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,177,393,38,29,Tel,,1900002065_2018_CA03.pdf,,No class,No class
"[1319, 508, 17, 28, 'S']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1319,508,17,28,S,,1900002065_2018_CA03.pdf,,No class,No class
"[1842, 512, 95, 23, 'NOVA']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1842,512,95,23,NOVA,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1964, 512, 140, 23, 'SCOTIA']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1964,512,140,23,SCOTIA,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[217, 513, 17, 26, 'B']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,217,513,17,26,B,,1900002065_2018_CA03.pdf,,No class,No class
"[1697, 513, 70, 24, 'LLP']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1697,513,70,24,LLP,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1360, 514, 117, 23, 'ERNST']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1360,514,117,23,ERNST,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[1552, 514, 119, 24, 'YOUNG']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,1552,514,119,24,YOUNG,3.0,1900002065_2018_CA03.pdf,,No class,No class
"[255, 516, 190, 24, 'CLARKSON']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,255,516,190,24,CLARKSON,,1900002065_2018_CA03.pdf,,No class,No class
"[470, 516, 142, 25, 'GORDON']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,470,516,142,25,GORDON,,1900002065_2018_CA03.pdf,,No class,No class
"[638, 516, 186, 25, 'SERVICES']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 1.0]",,5e870b47a187070190061d8f,4,638,516,186,25,SERVICES,,1900002065_2018_CA03.pdf,,No class,No class
